"date","landingPagePath","source","medium","region","uniquePageviews","bounces","timeOnPage","sessions","newUsers","pageviews","exits","sessionDuration"
2018-07-12,"/office-of-admissions","bing","organic","Maine",4,0,289,1,0,4,1,289
2018-07-12,"/office-of-admissions","google","organic","Maine",2,0,160,1,0,2,1,160
2018-07-12,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,1,1,1,0
2018-07-13,"/office-of-admissions","(direct)","(none)","Islamabad Capital Territory",1,1,0,1,1,1,1,0
2018-07-13,"/office-of-admissions","google","organic","Virginia",6,0,45,1,0,6,1,45
2018-07-15,"/office-of-admissions","google","organic","Maine",4,1,37,2,0,4,2,38
2018-07-16,"/office-of-admissions","(direct)","(none)","Pennsylvania",1,1,0,1,1,1,1,0
2018-07-18,"/office-of-admissions","(direct)","(none)","Kigali City",2,0,86,1,1,2,1,86
2018-07-18,"/office-of-admissions","google","organic","Maine",4,0,200,1,0,5,1,200
2018-07-18,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,1,1,1,0
2018-07-19,"/office-of-admissions","(direct)","(none)","Maine",18,0,1772,1,1,33,1,1769
2018-07-19,"/office-of-admissions","google","organic","Maine",11,0,1318,2,1,16,2,1318
2018-07-20,"/office-of-admissions","(direct)","(none)","Maine",3,0,632,1,0,3,1,633
2018-07-20,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2018-07-21,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2018-07-21,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-07-23,"/office-of-admissions","(direct)","(none)","Indiana",2,0,2203,2,1,5,2,2203
2018-07-23,"/office-of-admissions","(direct)","(none)","New Hampshire",2,0,190,1,1,4,1,190
2018-07-23,"/office-of-admissions","google","organic","Maine",6,1,243,3,1,7,3,243
2018-07-24,"/office-of-admissions","(direct)","(none)","Illinois",1,1,0,1,0,1,1,0
2018-07-24,"/office-of-admissions","(direct)","(none)","Indiana",1,1,0,1,0,1,1,0
2018-07-24,"/office-of-admissions","google","organic","Maine",11,1,2391,3,0,20,3,2391
2018-07-24,"/office-of-admissions","google","organic","Massachusetts",2,0,61,1,0,2,1,61
2018-07-24,"/office-of-admissions","google","organic","Tennessee",2,2,0,2,0,2,2,0
2018-07-25,"/office-of-admissions","(direct)","(none)","Indiana",1,1,0,1,0,1,1,0
2018-07-25,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2018-07-25,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2018-07-25,"/office-of-admissions","yahoo","organic","Maine",4,0,115,1,0,4,1,116
2018-07-26,"/office-of-admissions","(direct)","(none)","Indiana",1,1,0,1,0,1,1,0
2018-07-26,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2018-07-26,"/office-of-admissions","google","organic","Maine",3,1,4,2,0,3,2,4
2018-07-26,"/office-of-admissions","google","organic","Massachusetts",2,0,31,1,1,2,1,31
2018-07-27,"/office-of-admissions","google","organic","Maine",6,0,78,2,1,7,2,78
2018-07-27,"/office-of-admissions","google","organic","Massachusetts",6,0,366,2,2,7,2,367
2018-07-27,"/office-of-admissions","google","organic","Ruvuma Region",4,0,120,1,0,4,1,120
2018-07-29,"/office-of-admissions","google","organic","Maine",4,1,118,2,0,4,2,118
2018-07-29,"/office-of-admissions","google","organic","New Hampshire",11,0,358,1,0,11,1,358
2018-07-30,"/office-of-admissions","bing","organic","Maine",1,1,0,1,1,1,1,0
2018-07-30,"/office-of-admissions","google","organic","Florida",5,0,979,1,0,5,1,978
2018-07-30,"/office-of-admissions","google","organic","Maine",22,1,1340,5,2,35,5,1339
2018-07-30,"/office-of-admissions","google","organic","Wisconsin",3,1,60,2,1,4,2,60
2018-07-31,"/office-of-admissions","(direct)","(none)","New York",1,1,0,1,0,1,1,0
2018-07-31,"/office-of-admissions","google","organic","Massachusetts",2,0,102,1,0,2,1,102
2018-07-31,"/office-of-admissions","google","organic","Virginia",2,0,5,1,1,2,1,5
2018-08-01,"/office-of-admissions","(direct)","(none)","Louisiana",1,1,0,1,0,1,1,0
2018-08-01,"/office-of-admissions","(direct)","(none)","New Mexico",1,1,0,1,1,1,1,0
2018-08-01,"/office-of-admissions","bing","organic","Florida",2,0,194,1,1,3,1,193
2018-08-01,"/office-of-admissions","bing","organic","Maine",2,0,9,1,1,2,1,9
2018-08-01,"/office-of-admissions","google","organic","Maine",4,2,8,3,1,4,3,8
2018-08-01,"/office-of-admissions","google","organic","Mississippi",1,1,0,1,1,1,1,0
2018-08-02,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,42,1,1,2,1,42
2018-08-02,"/office-of-admissions","(direct)","(none)","Ohio",5,0,69,1,1,6,1,68
2018-08-02,"/office-of-admissions","app.commonapp.org","referral","Minnesota",1,1,0,1,1,1,1,0
2018-08-02,"/office-of-admissions","google","organic","Maine",8,0,200,3,0,9,3,200
2018-08-02,"/office-of-admissions","outlook.live.com","referral","Maine",1,1,0,1,0,1,1,0
2018-08-03,"/office-of-admissions","app.commonapp.org","referral","Minnesota",2,0,20,1,1,2,1,20
2018-08-03,"/office-of-admissions","google","organic","Maine",24,0,1561,5,1,37,5,1562
2018-08-04,"/office-of-admissions","maine.edu","referral","Connecticut",5,0,65,1,1,5,1,66
2018-08-04,"/office-of-admissions","maine.edu","referral","Massachusetts",6,0,227,1,1,7,1,227
2018-08-05,"/office-of-admissions","(direct)","(none)","Colorado",2,0,18,1,1,3,1,19
2018-08-05,"/office-of-admissions","(direct)","(none)","Maine",3,0,206,1,0,3,1,206
2018-08-06,"/office-of-admissions","bing","organic","California",6,0,577,1,0,11,1,578
2018-08-06,"/office-of-admissions","cmadm","email","Maine",1,1,0,1,0,1,1,0
2018-08-06,"/office-of-admissions","google","organic","New York",2,0,52,1,0,2,1,52
2018-08-06,"/office-of-admissions","maine.edu","referral","Rhineland-Palatinate",2,0,13,1,0,2,1,13
2018-08-07,"/office-of-admissions","bing","organic","Mississippi",4,0,88,1,1,9,1,87
2018-08-07,"/office-of-admissions","google","organic","(not set)",6,0,67,1,0,8,1,68
2018-08-07,"/office-of-admissions","google","organic","Maine",11,0,640,2,1,19,2,642
2018-08-07,"/office-of-admissions","google","organic","Massachusetts",3,0,849,1,0,3,1,849
2018-08-08,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2018-08-08,"/office-of-admissions","google","organic","Maine",6,1,43,3,2,6,3,42
2018-08-08,"/office-of-admissions","google","organic","Maryland",2,0,14,1,0,2,1,14
2018-08-08,"/office-of-admissions","google","organic","Pennsylvania",3,0,27,1,0,3,1,27
2018-08-09,"/office-of-admissions","(direct)","(none)","Oregon",1,1,0,1,1,1,1,0
2018-08-10,"/office-of-admissions","(direct)","(none)","Connecticut",1,1,0,1,1,1,1,0
2018-08-10,"/office-of-admissions","google","organic","Maine",6,0,397,1,0,6,1,396
2018-08-10,"/office-of-admissions","google","organic","New York",7,0,1154,3,3,9,3,1153
2018-08-11,"/office-of-admissions","(direct)","(none)","Maine",1,0,0,1,1,2,1,0
2018-08-11,"/office-of-admissions","(direct)","(none)","Rhode Island",1,0,1,1,1,2,1,2
2018-08-12,"/office-of-admissions","google","organic","Massachusetts",5,0,200,1,0,14,1,201
2018-08-12,"/office-of-admissions","google","organic","New Mexico",8,0,362,1,0,24,1,360
2018-08-13,"/office-of-admissions","(direct)","(none)","Maine",7,0,242,1,0,16,1,241
2018-08-13,"/office-of-admissions","(direct)","(none)","Texas",2,0,15,1,1,6,1,15
2018-08-13,"/office-of-admissions","google","organic","Maine",5,0,31,4,1,10,4,32
2018-08-13,"/office-of-admissions","google","organic","Massachusetts",5,0,653,1,0,12,1,653
2018-08-13,"/office-of-admissions","google","organic","New York",6,0,626,1,0,29,1,627
2018-08-13,"/office-of-admissions","google","organic","South Carolina",4,0,56,1,1,10,1,56
2018-08-13,"/office-of-admissions","google","organic","Vermont",1,0,0,1,0,2,1,0
2018-08-14,"/office-of-admissions","(direct)","(none)","Maine",1,0,0,1,1,2,1,0
2018-08-14,"/office-of-admissions","bing","organic","Maine",4,0,302,1,1,10,1,303
2018-08-14,"/office-of-admissions","google","organic","Maine",4,0,0,4,2,8,4,0
2018-08-15,"/office-of-admissions","(direct)","(none)","Kentucky",5,0,193,1,1,12,1,192
2018-08-15,"/office-of-admissions","google","organic","Illinois",2,0,48,1,1,4,1,48
2018-08-15,"/office-of-admissions","google","organic","Maine",4,0,90,2,0,8,2,90
2018-08-15,"/office-of-admissions","google","organic","Massachusetts",4,0,119,1,0,10,1,120
2018-08-15,"/office-of-admissions","www2.maine.edu","referral","Maine",3,0,32,1,0,6,1,31
2018-08-16,"/office-of-admissions","(direct)","(none)","Mississippi",1,0,1,1,1,2,1,1
2018-08-16,"/office-of-admissions","google","organic","Maine",4,0,29,2,0,8,2,30
2018-08-17,"/office-of-admissions","google","organic","Maine",2,0,23,1,1,4,1,24
2018-08-18,"/office-of-admissions","google","organic","Massachusetts",5,0,38,1,1,12,1,38
2018-08-19,"/office-of-admissions","(direct)","(none)","Massachusetts",1,0,0,1,1,2,1,0
2018-08-19,"/office-of-admissions","google","organic","Maine",2,0,17,1,0,4,1,17
2018-08-19,"/office-of-admissions","yahoo","organic","Mississippi",1,0,1,1,1,2,1,1
2018-08-20,"/office-of-admissions","app.commonapp.org","referral","Virginia",2,0,433,1,1,6,1,433
2018-08-20,"/office-of-admissions","bing","organic","Maine",2,0,3,1,0,4,1,4
2018-08-20,"/office-of-admissions","google","organic","Maine",12,0,889,3,0,28,3,891
2018-08-20,"/office-of-admissions","google","organic","Massachusetts",1,0,25,1,0,2,1,24
2018-08-20,"/office-of-admissions","google","organic","New Hampshire",1,0,0,1,0,2,1,0
2018-08-21,"/office-of-admissions","(direct)","(none)","Florida",1,0,0,1,1,2,1,0
2018-08-21,"/office-of-admissions","google","organic","Maine",3,0,6,2,0,6,2,7
2018-08-21,"/office-of-admissions","google","organic","Massachusetts",1,0,178,1,0,4,1,178
2018-08-21,"/office-of-admissions","google","organic","New Hampshire",3,0,0,3,0,6,3,0
2018-08-21,"/office-of-admissions","google","organic","Wisconsin",2,0,75,1,0,4,1,75
2018-08-22,"/office-of-admissions","(direct)","(none)","Maine",7,0,1443,2,1,28,2,1445
2018-08-22,"/office-of-admissions","app.commonapp.org","referral","Florida",1,0,0,1,0,2,1,0
2018-08-22,"/office-of-admissions","bing","organic","New York",1,0,0,1,1,2,1,0
2018-08-22,"/office-of-admissions","google","organic","Connecticut",1,0,0,1,1,2,1,1
2018-08-22,"/office-of-admissions","google","organic","Maine",9,0,945,1,0,28,1,947
2018-08-22,"/office-of-admissions","google","organic","Massachusetts",12,0,2967,5,1,34,5,2970
2018-08-22,"/office-of-admissions","google","organic","Tennessee",1,0,0,1,0,2,1,0
2018-08-23,"/office-of-admissions","google","organic","Massachusetts",3,0,1102,2,0,8,2,1101
2018-08-23,"/office-of-admissions","google","organic","New Hampshire",1,0,0,1,0,2,1,0
2018-08-23,"/office-of-admissions","google","organic","Rhode Island",1,0,0,1,1,2,1,0
2018-08-24,"/office-of-admissions","google","organic","Maine",5,0,84,2,0,14,2,84
2018-08-25,"/office-of-admissions","bing","organic","Mississippi",1,0,0,1,1,2,1,0
2018-08-25,"/office-of-admissions","google","organic","Maine",5,0,55,2,1,10,2,56
2018-08-25,"/office-of-admissions","google","organic","Wisconsin",1,0,0,1,1,2,1,0
2018-08-26,"/office-of-admissions","google","organic","Maine",1,0,0,1,0,2,1,0
2018-08-27,"/office-of-admissions","(direct)","(none)","Guangdong Province",1,1,0,1,1,1,1,0
2018-08-27,"/office-of-admissions","(direct)","(none)","Vermont",1,1,0,1,1,1,1,0
2018-08-27,"/office-of-admissions","google","organic","California",3,0,91,1,0,3,1,92
2018-08-27,"/office-of-admissions","google","organic","Maine",7,2,163,4,2,8,4,163
2018-08-27,"/office-of-admissions","maine.edu","referral","Virginia",3,0,43,1,1,3,1,44
2018-08-28,"/office-of-admissions","cmsdev00.doit.usm.maine.edu","referral","Maine",4,0,1017,1,0,7,1,1017
2018-08-28,"/office-of-admissions","commonapp.org","referral","Maine",3,0,63,1,0,4,1,63
2018-08-28,"/office-of-admissions","google","organic","California",2,0,2492,1,0,4,1,2492
2018-08-28,"/office-of-admissions","google","organic","Maine",9,1,1216,2,0,12,2,1216
2018-08-28,"/office-of-admissions","google","organic","Massachusetts",2,2,0,2,2,2,2,0
2018-08-28,"/office-of-admissions","google","organic","New York",2,0,77,1,1,2,1,77
2018-08-28,"/office-of-admissions","southernmainehuskies.com","referral","New Hampshire",1,1,0,1,0,1,1,0
2018-08-29,"/office-of-admissions","app.commonapp.org","referral","Texas",2,0,54,1,1,2,1,54
2018-08-29,"/office-of-admissions","cmadm","email","Maine",1,1,0,1,0,1,1,0
2018-08-29,"/office-of-admissions","google","organic","Maine",2,2,0,2,1,2,2,0
2018-08-29,"/office-of-admissions","google","organic","Wisconsin",2,0,9,1,1,2,1,9
2018-08-29,"/office-of-admissions","libraries.maine.edu","referral","Maine",2,0,194,1,0,3,1,194
2018-08-30,"/office-of-admissions","(direct)","(none)","Connecticut",6,0,191,1,1,6,1,192
2018-08-30,"/office-of-admissions","(direct)","(none)","Mississippi",1,0,2,1,1,2,1,2
2018-08-30,"/office-of-admissions","app.commonapp.org","referral","Virginia",1,1,0,1,1,1,1,0
2018-08-30,"/office-of-admissions","google","organic","Maine",9,0,476,2,1,11,2,476
2018-08-30,"/office-of-admissions","google","organic","Massachusetts",2,0,15,1,0,2,1,15
2018-08-31,"/office-of-admissions","app.commonapp.org","referral","Colorado",5,0,84,1,1,6,1,84
2018-08-31,"/office-of-admissions","commonapp.org","referral","Maine",2,0,31,1,0,2,1,31
2018-08-31,"/office-of-admissions","google","organic","Louisiana",1,1,0,1,1,1,1,0
2018-08-31,"/office-of-admissions","google","organic","Maine",18,0,2773,2,1,27,2,2776
2018-08-31,"/office-of-admissions","google","organic","Vermont",2,2,0,2,0,2,2,0
2018-08-31,"/office-of-admissions","google","organic","Wisconsin",3,0,268,1,1,4,1,268
2018-09-01,"/office-of-admissions","google","organic","Maine",2,0,41,1,0,3,1,41
2018-09-01,"/office-of-admissions","google","organic","Vermont",1,0,483,1,0,2,1,483
2018-09-02,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2018-09-02,"/office-of-admissions","mail.yahoo.com","referral","Massachusetts",2,0,645,1,0,4,1,645
2018-09-03,"/office-of-admissions","(direct)","(none)","Quebec",5,0,130,1,1,5,1,130
2018-09-03,"/office-of-admissions","google","organic","Maine",4,2,63,3,0,4,3,63
2018-09-03,"/office-of-admissions","google","organic","Ohio",1,1,0,1,1,1,1,0
2018-09-04,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2018-09-04,"/office-of-admissions","google","organic","Maine",9,1,1115,2,1,11,2,1115
2018-09-04,"/office-of-admissions","google","organic","New York",10,2,269,3,0,14,3,269
2018-09-05,"/office-of-admissions","commonapp.org","referral","Francisco Morazan Department",1,1,0,1,1,1,1,0
2018-09-05,"/office-of-admissions","google","organic","Maine",4,0,104,1,0,4,1,104
2018-09-05,"/office-of-admissions","google","organic","Massachusetts",2,0,15,1,0,2,1,15
2018-09-06,"/office-of-admissions","(direct)","(none)","Massachusetts",4,0,125,1,1,5,1,126
2018-09-06,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,1,1,1,0
2018-09-06,"/office-of-admissions","google","organic","(not set)",1,1,0,1,0,1,1,0
2018-09-06,"/office-of-admissions","google","organic","Oregon",1,1,0,1,0,1,1,0
2018-09-07,"/office-of-admissions","commonapp.org","referral","Maine",3,0,94,1,0,4,1,94
2018-09-07,"/office-of-admissions","google","organic","District of Columbia",3,0,32,1,0,3,1,32
2018-09-07,"/office-of-admissions","google","organic","Maine",13,0,1971,3,0,17,3,1971
2018-09-07,"/office-of-admissions","google","organic","North Carolina",5,0,411,1,0,5,1,411
2018-09-07,"/office-of-admissions","mycampus.maine.edu","referral","Massachusetts",8,0,367,1,1,14,1,368
2018-09-08,"/office-of-admissions","bing","organic","Maine",2,0,15,1,1,2,1,15
2018-09-09,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2018-09-10,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,0,1,1,0
2018-09-10,"/office-of-admissions","commonapp.org","referral","Massachusetts",4,0,57,1,1,4,1,57
2018-09-10,"/office-of-admissions","google","organic","Maine",3,0,324,1,0,5,1,324
2018-09-10,"/office-of-admissions","google","organic","Massachusetts",2,0,169,1,0,3,1,169
2018-09-11,"/office-of-admissions","(direct)","(none)","Maine",7,0,764,1,1,7,1,764
2018-09-11,"/office-of-admissions","(direct)","(none)","Rhode Island",2,0,20,1,1,2,1,20
2018-09-11,"/office-of-admissions","(direct)","(none)","Virginia",4,0,141,1,0,4,1,140
2018-09-11,"/office-of-admissions","bing","organic","Maine",4,0,173,1,0,6,1,173
2018-09-11,"/office-of-admissions","google","organic","Alabama",6,0,368,1,0,9,1,367
2018-09-11,"/office-of-admissions","google","organic","Maine",14,1,1312,3,0,16,3,1310
2018-09-11,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-09-11,"/office-of-admissions","google","organic","New Hampshire",1,0,166,1,1,2,1,166
2018-09-12,"/office-of-admissions","ask","organic","Maine",2,0,45,1,0,2,1,45
2018-09-12,"/office-of-admissions","commonapp.org","referral","New York",1,1,0,1,1,1,1,0
2018-09-12,"/office-of-admissions","commonapp.org","referral","Vermont",1,1,0,1,0,1,1,0
2018-09-12,"/office-of-admissions","google","organic","Maine",29,2,5463,4,1,53,4,5460
2018-09-12,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2018-09-13,"/office-of-admissions","google","organic","Maine",8,2,536,3,1,9,3,535
2018-09-13,"/office-of-admissions","google","organic","Massachusetts",2,0,13,1,1,2,1,13
2018-09-14,"/office-of-admissions","app.commonapp.org","referral","Maine",9,0,1129,1,1,13,1,1130
2018-09-14,"/office-of-admissions","google","organic","California",2,0,21,1,0,2,1,21
2018-09-14,"/office-of-admissions","google","organic","Louisiana",1,1,0,1,1,1,1,0
2018-09-14,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2018-09-15,"/office-of-admissions","google","organic","Maine",4,0,88,1,1,4,1,88
2018-09-15,"/office-of-admissions","google","organic","Texas",4,0,226,1,0,4,1,226
2018-09-16,"/office-of-admissions","(direct)","(none)","Maine",4,0,178,1,1,4,1,178
2018-09-16,"/office-of-admissions","google","organic","New Hampshire",5,0,1522,2,1,7,2,1522
2018-09-17,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,25,1,0,2,1,25
2018-09-17,"/office-of-admissions","bing","organic","Mississippi",1,1,0,1,1,1,1,0
2018-09-17,"/office-of-admissions","commonapp.org","referral","Maine",2,0,15,1,1,2,1,15
2018-09-17,"/office-of-admissions","google","organic","Massachusetts",2,0,92,1,0,2,1,92
2018-09-17,"/office-of-admissions","google","organic","New Hampshire",2,0,5,1,0,2,1,5
2018-09-17,"/office-of-admissions","google","organic","New York",3,0,48,1,1,3,1,48
2018-09-18,"/office-of-admissions","(direct)","(none)","Dhaka Division",1,1,0,1,1,1,1,0
2018-09-18,"/office-of-admissions","(direct)","(none)","Florida",2,0,15,1,0,2,1,15
2018-09-18,"/office-of-admissions","(direct)","(none)","Maine",4,0,368,1,1,6,1,369
2018-09-18,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2018-09-18,"/office-of-admissions","app.commonapp.org","referral","Michigan",3,0,207,1,1,3,1,208
2018-09-18,"/office-of-admissions","app.commonapp.org","referral","New Hampshire",1,1,0,1,0,1,1,0
2018-09-18,"/office-of-admissions","google","organic","Illinois",1,1,0,1,0,1,1,0
2018-09-18,"/office-of-admissions","google","organic","Maine",4,1,514,3,2,6,3,515
2018-09-18,"/office-of-admissions","google","organic","Massachusetts",2,0,1179,1,0,2,1,1179
2018-09-18,"/office-of-admissions","google","organic","New Hampshire",8,0,280,1,1,11,1,279
2018-09-19,"/office-of-admissions","(direct)","(none)","New York",3,0,106,1,1,4,1,106
2018-09-19,"/office-of-admissions","google","organic","Maine",4,1,48,2,1,4,2,48
2018-09-19,"/office-of-admissions","yahoo","organic","Maine",4,0,52,1,1,5,1,52
2018-09-20,"/office-of-admissions","(direct)","(none)","Maine",9,0,497,1,1,15,1,496
2018-09-20,"/office-of-admissions","google","organic","Harare Province",4,0,351,1,1,9,1,350
2018-09-21,"/office-of-admissions","(direct)","(none)","Lagos",13,0,1137,1,1,16,1,1137
2018-09-21,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2018-09-21,"/office-of-admissions","bing","organic","Maine",3,0,168,1,1,6,1,167
2018-09-21,"/office-of-admissions","google","organic","Maine",5,0,119,2,1,6,2,119
2018-09-21,"/office-of-admissions","google","organic","New York",3,0,67,1,0,4,1,67
2018-09-22,"/office-of-admissions","(direct)","(none)","Maine",2,0,26,1,1,2,1,26
2018-09-22,"/office-of-admissions","(direct)","(none)","Shanghai",1,1,0,1,1,1,1,0
2018-09-23,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2018-09-23,"/office-of-admissions","google","organic","Harare Province",4,0,345,1,0,5,1,346
2018-09-24,"/office-of-admissions","(direct)","(none)","Minnesota",2,0,19,1,1,2,1,19
2018-09-24,"/office-of-admissions","app.commonapp.org","referral","Maine",3,0,37,1,0,3,1,36
2018-09-24,"/office-of-admissions","commonapp.org","referral","New Jersey",1,1,0,1,0,1,1,0
2018-09-24,"/office-of-admissions","google","organic","Maine",2,2,0,2,0,2,2,0
2018-09-24,"/office-of-admissions","google","organic","Massachusetts",9,0,1134,1,1,15,1,1135
2018-09-24,"/office-of-admissions","yahoo","organic","Massachusetts",3,0,48,1,0,3,1,48
2018-09-25,"/office-of-admissions","(direct)","(none)","Florida",10,0,217,2,1,10,2,217
2018-09-25,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,0,1,1,0
2018-09-25,"/office-of-admissions","free-4u.com","referral","Maine",1,0,1088,1,0,2,1,1088
2018-09-25,"/office-of-admissions","google","organic","California",2,0,27,1,0,2,1,27
2018-09-25,"/office-of-admissions","google","organic","Connecticut",1,1,0,1,0,1,1,0
2018-09-25,"/office-of-admissions","google","organic","Maine",8,0,2811,2,0,11,2,2811
2018-09-25,"/office-of-admissions","google","organic","New Hampshire",3,0,109,1,1,3,1,109
2018-09-25,"/office-of-admissions","maine.edu","referral","Maine",1,1,0,1,0,1,1,0
2018-09-25,"/office-of-admissions","otcas.liaisoncas.com","referral","Massachusetts",2,0,28,1,0,2,1,28
2018-09-26,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2018-09-26,"/office-of-admissions","google","organic","Maine",11,1,351,3,2,14,3,705
2018-09-27,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,10,1,1,2,1,10
2018-09-27,"/office-of-admissions","google","organic","Florida",2,0,17,1,1,2,1,17
2018-09-27,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2018-09-27,"/office-of-admissions","google","organic","Vermont",1,1,0,1,1,1,1,0
2018-09-28,"/office-of-admissions","(direct)","(none)","Connecticut",5,0,77,1,1,6,1,76
2018-09-28,"/office-of-admissions","app.commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2018-09-30,"/office-of-admissions","commonapp.org","referral","Massachusetts",7,1,162,2,0,8,2,161
2018-09-30,"/office-of-admissions","google","organic","Massachusetts",4,0,111,2,1,4,2,111
2018-09-30,"/office-of-admissions","google","organic","New Hampshire",6,0,160,1,1,10,1,160
2018-09-30,"/office-of-admissions","google","organic","Texas",6,0,156,1,1,7,1,156
2018-10-01,"/office-of-admissions","(direct)","(none)","Illinois",2,0,8,1,1,2,1,8
2018-10-01,"/office-of-admissions","bing","organic","South Carolina",2,0,4,1,1,2,1,4
2018-10-01,"/office-of-admissions","commonapp.org","referral","Massachusetts",6,0,48,1,0,7,1,48
2018-10-01,"/office-of-admissions","google","organic","Maine",4,2,498,3,1,5,3,498
2018-10-02,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,23,1,1,3,1,22
2018-10-02,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2018-10-02,"/office-of-admissions","commonapp.org","referral","Maine",7,0,316,1,0,8,1,317
2018-10-02,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2018-10-02,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-10-02,"/office-of-admissions","google","organic","New Hampshire",4,0,196,1,0,4,1,195
2018-10-02,"/office-of-admissions","searchencrypt.com","referral","Mississippi",1,1,0,1,1,1,1,0
2018-10-02,"/office-of-admissions","us.search.yahoo.com","referral","Maine",5,0,139,1,1,6,1,138
2018-10-03,"/office-of-admissions","(direct)","(none)","Connecticut",4,0,80,1,1,4,1,80
2018-10-03,"/office-of-admissions","(direct)","(none)","Maine",7,0,130,1,1,9,1,130
2018-10-03,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2018-10-03,"/office-of-admissions","(direct)","(none)","Texas",3,0,19,1,1,3,1,19
2018-10-03,"/office-of-admissions","bing","organic","Maine",4,0,117,1,1,4,1,117
2018-10-03,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2018-10-03,"/office-of-admissions","google","organic","Maine",2,2,0,2,0,2,2,0
2018-10-03,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-10-04,"/office-of-admissions","commonapp.org","referral","Maine",5,1,217,2,0,6,2,216
2018-10-04,"/office-of-admissions","google","organic","Maine",19,0,1161,3,1,27,3,1162
2018-10-04,"/office-of-admissions","maine.edu","referral","New York",1,1,0,1,0,1,1,0
2018-10-04,"/office-of-admissions","niche.com","referral","New Hampshire",1,1,0,1,0,1,1,0
2018-10-05,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2018-10-05,"/office-of-admissions","google","organic","Massachusetts",5,0,235,2,1,8,2,235
2018-10-05,"/office-of-admissions","google","organic","New Hampshire",2,0,6,1,0,2,1,6
2018-10-05,"/office-of-admissions","google","organic","New Jersey",3,0,34,1,0,3,1,34
2018-10-05,"/office-of-admissions","us.search.yahoo.com","referral","New Hampshire",1,1,0,1,0,1,1,0
2018-10-07,"/office-of-admissions","(direct)","(none)","(not set)",3,0,65,1,1,3,1,66
2018-10-07,"/office-of-admissions","(direct)","(none)","Maine",4,0,55,1,1,4,1,56
2018-10-07,"/office-of-admissions","commonapp.org","referral","California",4,0,49,1,1,6,1,50
2018-10-07,"/office-of-admissions","google","organic","Scotland",4,0,304,1,0,4,1,304
2018-10-08,"/office-of-admissions","(direct)","(none)","Georgia",1,1,0,1,1,1,1,0
2018-10-08,"/office-of-admissions","(direct)","(none)","New York",2,0,21,1,1,2,1,21
2018-10-08,"/office-of-admissions","(direct)","(none)","Telangana",1,1,0,1,1,1,1,0
2018-10-08,"/office-of-admissions","app.commonapp.org","referral","New Jersey",8,0,321,1,1,8,1,319
2018-10-08,"/office-of-admissions","google","organic","Hanoi",8,0,431,1,1,9,1,431
2018-10-08,"/office-of-admissions","google","organic","Maine",8,2,543,3,0,10,3,542
2018-10-09,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2018-10-09,"/office-of-admissions","(direct)","(none)","New York",3,0,362,1,1,3,1,363
2018-10-09,"/office-of-admissions","google","organic","Maine",10,0,1975,2,0,18,2,1975
2018-10-09,"/office-of-admissions","google","organic","Massachusetts",4,1,91,2,0,4,2,90
