"date","landingPagePath","source","medium","region","uniquePageviews","bounces","timeOnPage","sessions","newUsers","pageviews","exits","sessionDuration"
2019-09-16,"/office-of-admissions","google","organic","Texas",3,0,1547,1,1,4,1,1547
2019-09-16,"/office-of-admissions","google","organic","Vermont",1,1,0,1,0,1,1,0
2019-09-17,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-09-17,"/office-of-admissions","google","organic","Massachusetts",3,0,80,1,0,3,1,81
2019-09-17,"/office-of-admissions","google","organic","Minnesota",5,0,103,1,0,6,1,104
2019-09-18,"/office-of-admissions","(direct)","(none)","California",1,1,0,1,1,1,1,0
2019-09-18,"/office-of-admissions","google","organic","Maine",5,0,229,1,0,6,1,229
2019-09-19,"/office-of-admissions","(direct)","(none)","Maine",12,0,1053,1,0,19,1,1053
2019-09-20,"/office-of-admissions","(direct)","(none)","Maine",6,1,181,3,3,9,3,181
2019-09-21,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-09-21,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-09-22,"/office-of-admissions","(direct)","(none)","Arizona",1,1,0,1,1,1,1,0
2019-09-23,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,12,1,1,2,1,12
2019-09-23,"/office-of-admissions","(direct)","(none)","State of Rio Grande do Sul",9,0,248,1,1,15,1,247
2019-09-23,"/office-of-admissions","bing","organic","Massachusetts",3,0,161,1,0,4,1,161
2019-09-23,"/office-of-admissions","google","organic","Maine",2,0,42,1,0,2,1,42
2019-09-23,"/office-of-admissions","maine.edu","referral","Massachusetts",2,0,45,1,0,2,1,45
2019-09-24,"/office-of-admissions","(direct)","(none)","Maine",3,0,274,1,1,3,1,274
2019-09-24,"/office-of-admissions","(direct)","(none)","Montana",1,1,0,1,1,1,1,0
2019-09-24,"/office-of-admissions","(direct)","(none)","Texas",7,0,135,1,1,8,1,136
2019-09-24,"/office-of-admissions","google","organic","Maine",1,0,155,1,0,2,1,155
2019-09-24,"/office-of-admissions","maine.edu","referral","Montana",1,1,0,1,0,1,1,0
2019-09-25,"/office-of-admissions","(direct)","(none)","District of Columbia",2,0,95,1,1,3,1,95
2019-09-25,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-09-25,"/office-of-admissions","google","organic","Indiana",2,0,8,1,1,2,1,8
2019-09-25,"/office-of-admissions","otcas.liaisoncas.com","referral","Maryland",1,1,0,1,0,1,1,0
2019-09-26,"/office-of-admissions","(direct)","(none)","Maine",3,0,25,1,1,3,1,25
2019-09-26,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,31,1,1,2,1,31
2019-09-26,"/office-of-admissions","bing","organic","Washington",3,0,40,1,1,4,1,41
2019-09-26,"/office-of-admissions","google","organic","Rhode Island",8,0,285,1,0,13,1,285
2019-09-27,"/office-of-admissions","(direct)","(none)","Maine",5,0,373,1,1,8,1,373
2019-09-27,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2019-09-27,"/office-of-admissions","(direct)","(none)","Nevada",4,0,109,1,1,4,1,109
2019-09-27,"/office-of-admissions","(direct)","(none)","New Jersey",4,0,64,1,1,4,1,64
2019-09-27,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2019-09-27,"/office-of-admissions","google","organic","Maryland",1,1,0,1,0,1,1,0
2019-09-27,"/office-of-admissions","otcas.liaisoncas.com","referral","Delhi",1,1,0,1,1,1,1,0
2019-09-28,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2019-09-29,"/office-of-admissions","(direct)","(none)","Ohio",2,0,9,1,1,2,1,9
2019-09-29,"/office-of-admissions","google","organic","New Hampshire",4,0,236,1,1,5,1,236
2019-09-29,"/office-of-admissions","google","organic","New York",2,0,22,1,1,2,1,22
2019-09-30,"/office-of-admissions","(direct)","(none)","New York",1,1,0,1,1,1,1,0
2019-09-30,"/office-of-admissions","(direct)","(none)","North Carolina",3,0,117,1,1,5,1,116
2019-09-30,"/office-of-admissions","google","organic","Maine",9,0,429,1,0,11,1,429
2019-09-30,"/office-of-admissions","google","organic","New Jersey",1,1,0,1,1,1,1,0
2019-09-30,"/office-of-admissions","google","organic","South Carolina",1,1,0,1,0,1,1,0
2019-10-01,"/office-of-admissions","(direct)","(none)","Maine",18,0,3312,6,2,36,6,3313
2019-10-01,"/office-of-admissions","(direct)","(none)","Massachusetts",7,0,328,2,2,11,2,328
2019-10-01,"/office-of-admissions","(direct)","(none)","New Hampshire",1,1,0,1,1,1,1,0
2019-10-01,"/office-of-admissions","(direct)","(none)","Oregon",5,0,58,1,1,6,1,58
2019-10-01,"/office-of-admissions","(direct)","(none)","Rhode Island",2,0,57,1,1,3,1,57
2019-10-01,"/office-of-admissions","apps.maine.edu","referral","Vermont",1,1,0,1,0,1,1,0
2019-10-01,"/office-of-admissions","google","organic","New Hampshire",8,0,132,1,1,13,1,132
2019-10-01,"/office-of-admissions","maine.edu","referral","Massachusetts",1,1,0,1,1,1,1,0
2019-10-02,"/office-of-admissions","(direct)","(none)","Maine",9,1,427,2,1,16,2,427
2019-10-02,"/office-of-admissions","(direct)","(none)","New Mexico",2,0,9,1,1,2,1,9
2019-10-02,"/office-of-admissions","google","organic","Massachusetts",2,0,37,1,0,2,1,37
2019-10-03,"/office-of-admissions","(direct)","(none)","California",2,0,198,1,1,2,1,198
2019-10-03,"/office-of-admissions","(direct)","(none)","Lower Saxony",9,0,149,1,1,9,1,148
2019-10-03,"/office-of-admissions","(direct)","(none)","Maine",2,0,18,1,1,2,1,18
2019-10-03,"/office-of-admissions","(direct)","(none)","New Jersey",9,0,175,1,1,9,1,175
2019-10-03,"/office-of-admissions","google","organic","Maine",12,1,311,3,0,15,3,312
2019-10-04,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,0,1,1,0
2019-10-04,"/office-of-admissions","google","cpc","Maine",1,1,0,1,0,1,1,0
2019-10-04,"/office-of-admissions","google","organic","Maine",8,0,829,2,0,10,2,828
2019-10-04,"/office-of-admissions","google","organic","New Hampshire",2,0,27,1,1,2,1,27
2019-10-04,"/office-of-admissions","google","organic","New York",5,1,478,2,1,8,2,479
2019-10-05,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,39,1,1,3,1,39
2019-10-06,"/office-of-admissions","(direct)","(none)","Nairobi County",1,1,0,1,0,1,1,0
2019-10-06,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,25,1,0,3,1,25
2019-10-06,"/office-of-admissions","google","organic","Ohio",1,1,0,1,1,1,1,0
2019-10-07,"/office-of-admissions","(direct)","(none)","Maine",12,0,383,2,2,17,2,382
2019-10-07,"/office-of-admissions","(direct)","(none)","Nairobi County",1,1,0,1,0,1,1,0
2019-10-07,"/office-of-admissions","(direct)","(none)","New Hampshire",12,0,254,1,1,12,1,254
2019-10-07,"/office-of-admissions","(direct)","(none)","Rhode Island",8,0,164,1,1,9,1,164
2019-10-07,"/office-of-admissions","google","organic","Maine",6,1,28,2,0,6,2,28
2019-10-07,"/office-of-admissions","google","organic","Massachusetts",3,0,383,1,1,4,1,384
2019-10-08,"/office-of-admissions","(direct)","(none)","New York",4,0,22,1,1,4,1,23
2019-10-08,"/office-of-admissions","(direct)","(none)","Texas",5,0,145,1,1,8,1,145
2019-10-08,"/office-of-admissions","google","organic","District of Columbia",2,0,22,1,0,2,1,22
2019-10-08,"/office-of-admissions","google","organic","Maine",7,1,329,3,0,7,3,329
2019-10-08,"/office-of-admissions","google","organic","Massachusetts",6,0,1933,2,1,7,2,1933
2019-10-08,"/office-of-admissions","google","organic","Missouri",2,0,23,1,0,2,1,23
2019-10-08,"/office-of-admissions","google","organic","North Carolina",1,1,0,1,0,1,1,0
2019-10-09,"/office-of-admissions","(direct)","(none)","Connecticut",1,1,0,1,1,1,1,0
2019-10-09,"/office-of-admissions","(direct)","(none)","Minnesota",1,1,0,1,1,1,1,0
2019-10-09,"/office-of-admissions","google","organic","Georgia",4,0,71,1,0,4,1,71
2019-10-09,"/office-of-admissions","google","organic","Massachusetts",4,1,90,2,1,5,2,91
2019-10-09,"/office-of-admissions","google","organic","Texas",2,0,615,1,0,3,1,615
2019-10-10,"/office-of-admissions","(direct)","(none)","Maine",3,1,55,2,2,3,2,55
2019-10-10,"/office-of-admissions","google","organic","Maine",3,1,12,2,0,3,2,12
2019-10-10,"/office-of-admissions","google","organic","Massachusetts",2,0,40,1,0,2,1,40
2019-10-11,"/office-of-admissions","(direct)","(none)","Maryland",1,1,0,1,1,1,1,0
2019-10-11,"/office-of-admissions","bing","organic","Maine",8,0,1306,2,0,9,2,1305
2019-10-11,"/office-of-admissions","google","organic","Calabarzon",1,1,0,1,1,1,1,0
2019-10-11,"/office-of-admissions","google","organic","Illinois",3,0,375,1,0,3,1,375
2019-10-11,"/office-of-admissions","google","organic","Maine",7,0,207,1,0,14,1,209
2019-10-11,"/office-of-admissions","google","organic","New York",2,0,107,1,0,3,1,107
2019-10-12,"/office-of-admissions","(direct)","(none)","Dubai",6,0,190,1,0,9,1,190
2019-10-12,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2019-10-12,"/office-of-admissions","google","organic","Maine",1,1,0,1,1,1,1,0
2019-10-13,"/office-of-admissions","(direct)","(none)","Addis Ababa",6,0,170,1,1,7,1,170
2019-10-13,"/office-of-admissions","(direct)","(none)","Kigali City",1,1,0,1,1,1,1,0
2019-10-13,"/office-of-admissions","(direct)","(none)","Maine",2,0,11,1,1,2,1,11
2019-10-14,"/office-of-admissions","(direct)","(none)","Kyoto",5,0,235,1,1,7,1,234
2019-10-14,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,70,1,1,3,1,70
2019-10-14,"/office-of-admissions","(direct)","(none)","Ohio",4,0,260,1,1,7,1,260
2019-10-14,"/office-of-admissions","google","organic","Maine",1,1,0,1,0,1,1,0
2019-10-14,"/office-of-admissions","google","organic","Massachusetts",6,1,184,2,2,9,2,185
2019-10-14,"/office-of-admissions","google","organic","North Carolina",1,1,0,1,1,1,1,0
2019-10-15,"/office-of-admissions","(direct)","(none)","Maine",4,0,181,1,1,7,1,180
2019-10-15,"/office-of-admissions","google","organic","Maine",11,0,981,2,0,12,2,982
2019-10-15,"/office-of-admissions","google","organic","Massachusetts",3,0,119,1,1,4,1,119
2019-10-15,"/office-of-admissions","google","organic","New York",2,0,102,1,0,2,1,102
2019-10-16,"/office-of-admissions","(direct)","(none)","New York",1,0,65,1,1,2,1,65
2019-10-16,"/office-of-admissions","apps.maine.edu","referral","Vermont",2,0,222,1,0,2,1,222
2019-10-16,"/office-of-admissions","google","cpc","Maine",1,1,0,1,0,1,1,0
2019-10-16,"/office-of-admissions","google","organic","Maine",10,0,2340,1,1,17,1,2339
2019-10-16,"/office-of-admissions","google","organic","New Hampshire",3,0,47,1,0,4,1,47
2019-10-17,"/office-of-admissions","(direct)","(none)","Connecticut",2,0,31,1,1,2,1,31
2019-10-17,"/office-of-admissions","(direct)","(none)","New York",1,1,0,1,1,1,1,0
2019-10-17,"/office-of-admissions","bing","organic","Maine",4,0,167,1,0,5,1,168
2019-10-17,"/office-of-admissions","google","organic","Maine",2,1,1446,2,0,3,2,1446
2019-10-17,"/office-of-admissions","google","organic","New Jersey",1,1,0,1,1,1,1,0
2019-10-17,"/office-of-admissions","google","organic","New York",2,0,9,1,0,3,1,9
2019-10-18,"/office-of-admissions","(direct)","(none)","(not set)",1,1,0,1,1,1,1,0
2019-10-18,"/office-of-admissions","(direct)","(none)","Maine",2,0,10,1,1,2,1,10
2019-10-18,"/office-of-admissions","(direct)","(none)","Massachusetts",6,1,112,2,2,6,2,112
2019-10-18,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2019-10-18,"/office-of-admissions","google","organic","Maine",7,1,289,3,0,7,3,290
2019-10-18,"/office-of-admissions","google","organic","New Jersey",1,1,0,1,0,1,1,0
2019-10-18,"/office-of-admissions","google","organic","Rhode Island",4,0,557,1,0,5,1,557
2019-10-18,"/office-of-admissions","yahoo","organic","Florida",4,0,245,1,0,4,1,245
2019-10-19,"/office-of-admissions","(direct)","(none)","Hawaii",1,1,0,1,1,1,1,0
2019-10-19,"/office-of-admissions","(direct)","(none)","Lagos",11,0,642,1,1,13,1,644
2019-10-19,"/office-of-admissions","(direct)","(none)","Massachusetts",8,0,308,1,1,10,1,307
2019-10-19,"/office-of-admissions","google","organic","Massachusetts",7,0,365,1,1,8,1,365
2019-10-19,"/office-of-admissions","google","organic","Tennessee",3,0,69,1,1,4,1,69
2019-10-20,"/office-of-admissions","google","organic","Arizona",3,0,77,1,0,3,1,77
2019-10-21,"/office-of-admissions","(direct)","(none)","Massachusetts",6,1,80,2,1,7,2,80
2019-10-21,"/office-of-admissions","google","cpc","Massachusetts",3,0,54,1,0,3,1,54
2019-10-21,"/office-of-admissions","google","organic","Maine",5,0,109,2,1,6,2,109
2019-10-21,"/office-of-admissions","google","organic","Massachusetts",3,0,39,1,1,4,1,40
2019-10-21,"/office-of-admissions","google","organic","Mississippi",3,0,94,1,1,3,1,95
2019-10-21,"/office-of-admissions","google","organic","New Jersey",3,0,311,1,1,3,1,311
2019-10-22,"/office-of-admissions","(direct)","(none)","Louisiana",1,1,0,1,1,1,1,0
2019-10-22,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-10-22,"/office-of-admissions","(direct)","(none)","Michigan",2,0,85,1,1,2,1,85
2019-10-22,"/office-of-admissions","(direct)","(none)","New York",18,0,211,1,1,30,1,212
2019-10-22,"/office-of-admissions","google","organic","Maine",10,1,358,2,0,11,2,358
2019-10-23,"/office-of-admissions","(direct)","(none)","Maine",2,0,2130,1,0,5,1,2130
2019-10-23,"/office-of-admissions","(direct)","(none)","Massachusetts",8,0,296,1,1,11,1,296
2019-10-23,"/office-of-admissions","google","organic","Connecticut",3,0,28,1,1,3,1,28
2019-10-23,"/office-of-admissions","google","organic","Maine",10,2,1032,3,1,18,3,1029
2019-10-23,"/office-of-admissions","google","organic","Massachusetts",24,1,1178,3,1,30,3,1180
2019-10-24,"/office-of-admissions","(direct)","(none)","Ajman",1,1,0,1,1,1,1,0
2019-10-24,"/office-of-admissions","(direct)","(none)","Florida",2,0,19,1,1,2,1,19
2019-10-24,"/office-of-admissions","(direct)","(none)","Karnataka",1,1,0,1,1,1,1,0
2019-10-24,"/office-of-admissions","(direct)","(none)","Maine",2,0,13,1,1,2,1,13
2019-10-24,"/office-of-admissions","(direct)","(none)","New York",3,0,72,1,1,4,1,72
2019-10-24,"/office-of-admissions","google","organic","Maine",3,1,58,2,0,3,2,58
2019-10-24,"/office-of-admissions","google","organic","Massachusetts",4,1,14,2,1,5,2,14
2019-10-24,"/office-of-admissions","google","organic","New Hampshire",3,0,61,1,0,3,1,62
2019-10-24,"/office-of-admissions","maine.edu","referral","Tokyo",1,1,0,1,1,1,1,0
2019-10-25,"/office-of-admissions","(direct)","(none)","Pennsylvania",4,0,142,1,1,4,1,141
2019-10-25,"/office-of-admissions","(direct)","(none)","Washington",4,0,93,1,0,4,1,94
2019-10-25,"/office-of-admissions","applyweb.com","referral","Ohio",10,0,518,1,0,10,1,518
2019-10-25,"/office-of-admissions","google","organic","Maine",3,1,65,2,0,4,2,65
2019-10-25,"/office-of-admissions","google","organic","Mississippi",1,1,0,1,1,1,1,0
2019-10-26,"/office-of-admissions","(direct)","(none)","Massachusetts",5,0,50,1,1,5,1,49
2019-10-26,"/office-of-admissions","google","organic","Maine",2,0,31,1,0,2,1,31
2019-10-26,"/office-of-admissions","yahoo","organic","Maine",8,0,174,1,1,8,1,174
2019-10-27,"/office-of-admissions","(direct)","(none)","Maine",16,1,252,5,5,17,5,252
2019-10-27,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2019-10-27,"/office-of-admissions","(direct)","(none)","New York",7,0,51,2,2,7,2,51
2019-10-27,"/office-of-admissions","google","organic","Arizona",2,0,36,1,0,2,1,36
2019-10-27,"/office-of-admissions","google","organic","Massachusetts",2,0,6,1,0,2,1,6
2019-10-27,"/office-of-admissions","google","organic","Vermont",1,1,0,1,0,1,1,0
2019-10-28,"/office-of-admissions","(direct)","(none)","Kansas",1,1,0,1,1,1,1,0
2019-10-28,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,31,1,1,2,1,31
2019-10-28,"/office-of-admissions","(direct)","(none)","New York",4,0,69,1,1,4,1,70
2019-10-28,"/office-of-admissions","(direct)","(none)","South Carolina",2,0,74,1,1,2,1,74
2019-10-28,"/office-of-admissions","google","organic","Connecticut",1,1,0,1,1,1,1,0
2019-10-28,"/office-of-admissions","google","organic","Florida",3,0,46,1,1,4,1,46
2019-10-28,"/office-of-admissions","google","organic","Massachusetts",5,0,513,1,0,6,1,513
2019-10-28,"/office-of-admissions","google","organic","New York",3,0,567,1,0,6,1,567
2019-10-29,"/office-of-admissions","(direct)","(none)","Florida",5,0,166,1,1,6,1,166
2019-10-29,"/office-of-admissions","(direct)","(none)","Rhode Island",3,0,48,1,1,3,1,48
2019-10-29,"/office-of-admissions","google","organic","Maine",6,1,211,2,1,7,2,211
2019-10-29,"/office-of-admissions","google","organic","Massachusetts",3,0,31,1,1,3,1,31
2019-10-29,"/office-of-admissions","google","organic","Ohio",4,0,748,1,0,4,1,748
2019-10-30,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-10-30,"/office-of-admissions","google","organic","Massachusetts",3,0,31,1,0,4,1,32
2019-10-31,"/office-of-admissions","google","organic","Maine",11,2,1116,5,1,13,5,1115
2019-10-31,"/office-of-admissions","google","organic","Oregon",3,0,26,1,1,3,1,26
2019-11-01,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,49,1,1,3,1,49
2019-11-01,"/office-of-admissions","(direct)","(none)","Sharjah",1,1,0,1,1,1,1,0
2019-11-01,"/office-of-admissions","google","organic","Maine",8,0,1641,2,0,10,2,1641
2019-11-01,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,1,1,1,0
2019-11-02,"/office-of-admissions","(direct)","(none)","Federal Capital Territory",8,0,747,1,1,11,1,746
2019-11-03,"/office-of-admissions","(direct)","(none)","Delaware",8,0,898,1,0,9,1,896
2019-11-03,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2019-11-03,"/office-of-admissions","(direct)","(none)","New Hampshire",1,1,0,1,0,1,1,0
2019-11-03,"/office-of-admissions","apply.commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2019-11-03,"/office-of-admissions","google","organic","Illinois",3,0,36,1,1,4,1,36
2019-11-03,"/office-of-admissions","google","organic","Maine",2,0,20,1,0,2,1,20
2019-11-03,"/office-of-admissions","google","organic","New Hampshire",16,1,1021,2,0,23,2,1022
2019-11-04,"/office-of-admissions","(direct)","(none)","Maine",3,0,144,1,1,5,1,144
2019-11-04,"/office-of-admissions","apply.commonapp.org","referral","San Juan",5,0,191,1,0,6,1,192
2019-11-04,"/office-of-admissions","google","organic","Maine",4,2,20,3,0,5,3,20
2019-11-04,"/office-of-admissions","google","organic","Massachusetts",3,0,87,1,0,4,1,88
2019-11-04,"/office-of-admissions","google","organic","New York",2,1,113,2,0,3,2,113
2019-11-05,"/office-of-admissions","(direct)","(none)","California",2,0,22,1,1,4,1,21
2019-11-05,"/office-of-admissions","(direct)","(none)","Maine",3,0,20,1,0,3,1,19
2019-11-05,"/office-of-admissions","google","organic","Massachusetts",2,0,5,1,0,2,1,5
2019-11-05,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2019-11-06,"/office-of-admissions","(direct)","(none)","Louisiana",7,0,116,1,1,7,1,116
2019-11-06,"/office-of-admissions","(direct)","(none)","Ontario",7,0,486,1,1,17,1,486
2019-11-06,"/office-of-admissions","(direct)","(none)","Sindh",2,0,552,1,1,2,1,552
2019-11-06,"/office-of-admissions","yahoo","organic","Maine",3,0,49,1,0,3,1,49
2019-11-07,"/office-of-admissions","(direct)","(none)","Maine",2,0,187,1,1,2,1,187
2019-11-07,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,0,1,1,0
2019-11-07,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,357,1,1,4,1,357
2019-11-07,"/office-of-admissions","google","organic","Connecticut",1,1,0,1,0,1,1,0
2019-11-07,"/office-of-admissions","google","organic","Maine",5,1,669,2,0,5,2,669
2019-11-07,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2019-11-07,"/office-of-admissions","google","organic","New Hampshire",6,0,270,1,0,7,1,269
2019-11-07,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2019-11-07,"/office-of-admissions","google","organic","Wisconsin",1,1,0,1,0,1,1,0
2019-11-07,"/office-of-admissions","trackmyemails.org","referral","Maine",1,1,0,1,0,1,1,0
2019-11-08,"/office-of-admissions","(direct)","(none)","District of Columbia",7,0,256,1,1,7,1,257
2019-11-08,"/office-of-admissions","(direct)","(none)","Maine",3,0,61,1,1,5,1,61
2019-11-08,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2019-11-08,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,102,1,1,3,1,103
2019-11-08,"/office-of-admissions","(direct)","(none)","Vermont",3,0,869,1,1,5,1,869
2019-11-08,"/office-of-admissions","bing","organic","Maine",7,0,804,1,0,10,1,804
2019-11-08,"/office-of-admissions","google","organic","Louisiana",1,1,0,1,1,1,1,0
2019-11-08,"/office-of-admissions","google","organic","Maine",6,0,234,2,0,6,2,234
2019-11-08,"/office-of-admissions","google","organic","Massachusetts",2,0,12,1,1,2,1,12
2019-11-09,"/office-of-admissions","(direct)","(none)","Hawaii",1,1,0,1,1,1,1,0
2019-11-09,"/office-of-admissions","(direct)","(none)","Hhohho Region",1,1,0,1,1,1,1,0
2019-11-09,"/office-of-admissions","google","organic","Maine",7,1,359,2,1,9,2,360
2019-11-09,"/office-of-admissions","mycampus.maine.edu","referral","Maine",2,0,5,1,0,2,1,5
2019-11-10,"/office-of-admissions","(direct)","(none)","Florida",15,0,696,1,1,22,1,695
2019-11-10,"/office-of-admissions","(direct)","(none)","Maine",4,0,56,1,1,6,1,56
2019-11-11,"/office-of-admissions","(direct)","(none)","Maine",2,0,4,1,1,2,1,4
2019-11-11,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,8,1,1,3,1,8
2019-11-11,"/office-of-admissions","(direct)","(none)","Western Development Region",1,1,0,1,1,1,1,0
2019-11-11,"/office-of-admissions","bing","organic","New Hampshire",2,0,79,1,1,2,1,79
2019-11-11,"/office-of-admissions","google","organic","District of Columbia",1,0,6,1,0,2,1,6
2019-11-11,"/office-of-admissions","google","organic","Maine",3,0,817,1,0,4,1,818
2019-11-11,"/office-of-admissions","google","organic","Pennsylvania",2,2,0,2,1,2,2,0
2019-11-11,"/office-of-admissions","otcas.liaisoncas.com","referral","Connecticut",4,0,68,1,1,5,1,68
2019-11-12,"/office-of-admissions","(direct)","(none)","Maine",3,0,24,1,1,3,1,24
2019-11-12,"/office-of-admissions","(direct)","(none)","Massachusetts",8,0,1470,2,2,10,2,1471
2019-11-12,"/office-of-admissions","(direct)","(none)","Vermont",1,1,0,1,1,1,1,0
2019-11-12,"/office-of-admissions","google","organic","California",3,0,1007,1,0,4,1,1006
2019-11-12,"/office-of-admissions","google","organic","Maine",11,2,145,6,2,11,6,145
2019-11-12,"/office-of-admissions","google","organic","Nevada",1,1,0,1,0,1,1,0
2019-11-12,"/office-of-admissions","google","organic","New York",13,1,2276,2,1,23,2,2274
2019-11-12,"/office-of-admissions","google","organic","Tennessee",2,0,185,1,1,3,1,185
2019-11-12,"/office-of-admissions","google","organic","Vermont",3,1,170,2,1,4,2,170
2019-11-13,"/office-of-admissions","(direct)","(none)","Maine",2,0,33,1,1,2,1,33
2019-11-13,"/office-of-admissions","(direct)","(none)","Washington",1,1,0,1,1,1,1,0
2019-11-13,"/office-of-admissions","(direct)","(none)","Wyoming",1,1,0,1,1,1,1,0
2019-11-13,"/office-of-admissions","google","organic","Djibouti",1,1,0,1,1,1,1,0
2019-11-13,"/office-of-admissions","google","organic","Maine",13,1,972,3,1,19,3,972
2019-11-13,"/office-of-admissions","google","organic","New Hampshire",3,0,18,1,0,3,1,18
2019-11-13,"/office-of-admissions","google","organic","North Carolina",1,1,0,1,0,1,1,0
2019-11-13,"/office-of-admissions","google","organic","Pennsylvania",3,0,25,1,0,3,1,25
2019-11-13,"/office-of-admissions","google","organic","Wisconsin",3,1,51,2,0,3,2,51
2019-11-14,"/office-of-admissions","(direct)","(none)","Maine",2,0,23,1,1,2,1,23
2019-11-14,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,87,1,0,4,1,86
2019-11-14,"/office-of-admissions","google","organic","Maine",2,0,85,1,0,3,1,86
2019-11-14,"/office-of-admissions","google","organic","Ohio",2,0,888,1,0,8,1,887
2019-11-14,"/office-of-admissions","google","organic","Rhode Island",3,0,113,1,0,4,1,112
2019-11-15,"/office-of-admissions","(direct)","(none)","Maine",6,0,46,2,2,6,2,46
2019-11-15,"/office-of-admissions","(direct)","(none)","Massachusetts",2,2,0,2,1,2,2,0
2019-11-15,"/office-of-admissions","(direct)","(none)","New Hampshire",6,0,174,1,1,6,1,175
2019-11-15,"/office-of-admissions","google","organic","Massachusetts",2,2,0,2,0,2,2,0
2019-11-15,"/office-of-admissions","google","organic","Rhode Island",4,0,54,1,0,5,1,54
2019-11-16,"/office-of-admissions","(direct)","(none)","Canary Islands",5,0,70,1,1,6,1,70
2019-11-16,"/office-of-admissions","(direct)","(none)","New Hampshire",1,1,0,1,1,1,1,0
2019-11-16,"/office-of-admissions","google","organic","New York",12,0,1520,2,0,20,2,1522
2019-11-17,"/office-of-admissions","(direct)","(none)","Maine",5,0,153,1,1,7,1,152
2019-11-17,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,1,1,1,0
2019-11-17,"/office-of-admissions","google","organic","New York",4,0,249,1,0,4,1,249
2019-11-18,"/office-of-admissions","(direct)","(none)","Maine",6,0,25,2,1,7,2,26
2019-11-18,"/office-of-admissions","(direct)","(none)","Massachusetts",9,0,274,1,1,11,1,275
2019-11-18,"/office-of-admissions","(direct)","(none)","New Hampshire",2,0,10,1,0,2,1,10
2019-11-18,"/office-of-admissions","google","organic","Maine",24,3,787,5,3,34,5,787
2019-11-18,"/office-of-admissions","google","organic","Massachusetts",3,1,25,2,1,3,2,25
2019-11-18,"/office-of-admissions","google","organic","New York",2,0,16,1,0,2,1,16
2019-11-18,"/office-of-admissions","google","organic","Wisconsin",4,0,100,1,0,5,1,99
2019-11-19,"/office-of-admissions","(direct)","(none)","Connecticut",2,0,11,1,1,2,1,11
2019-11-19,"/office-of-admissions","(direct)","(none)","England",2,2,0,2,2,2,2,0
2019-11-19,"/office-of-admissions","(direct)","(none)","Georgia",1,1,0,1,1,1,1,0
2019-11-19,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,37,1,0,3,1,37
2019-11-19,"/office-of-admissions","(direct)","(none)","Virginia",1,1,0,1,1,1,1,0
2019-11-19,"/office-of-admissions","google","organic","Louisiana",1,1,0,1,0,1,1,0
2019-11-19,"/office-of-admissions","google","organic","Maine",4,0,1678,1,0,4,1,1679
2019-11-19,"/office-of-admissions","google","organic","Massachusetts",8,0,338,1,0,13,1,338
2019-11-19,"/office-of-admissions","google","organic","New Hampshire",1,1,0,1,0,1,1,0
2019-11-19,"/office-of-admissions","google","organic","New York",12,2,428,4,0,12,4,428
2019-11-19,"/office-of-admissions","maine.edu","referral","New Jersey",3,0,150,1,0,3,1,151
